"crops","unit","geo","time","values"
"UAAIT","PC_UAA","BG33","2005",0.4
"UAAIT","PC_UAA","BG34","2005",0.9
"UAAIT","PC_UAA","BG41","2005",7.6
"UAAIT","PC_UAA","BG42","2005",10.9
"UAAIT","PC_UAA","CH","2005",0
"UAAIT","PC_UAA","CH01","2005",0
"UAAIT","PC_UAA","CH02","2005",0
"UAAIT","PC_UAA","CH03","2005",0
"UAAIT","PC_UAA","CH04","2005",0
"UAAIT","PC_UAA","CH05","2005",0
"UAAIT","PC_UAA","CH06","2005",0
"UAAIT","PC_UAA","CH07","2005",0
"UAAIT","PC_UAA","CY","2005",22
"UAAIT","PC_UAA","CY00","2005",22
"UAAIT","PC_UAA","CZ","2005",0.5
"UAAIT","PC_UAA","CZ01","2005",0.2
"UAAIT","PC_UAA","CZ02","2005",1.1
"UAAIT","PC_UAA","CZ03","2005",0
"UAAIT","PC_UAA","CZ04","2005",0.9
"UAAIT","PC_UAA","CZ05","2005",0.3
"UAAIT","PC_UAA","CZ06","2005",0.8
"UAAIT","PC_UAA","CZ07","2005",0.1
"UAAIT","PC_UAA","CZ08","2005",0.1
"UAAIT","PC_UAA","DK","2005",9.7
"UAAIT","PC_UAA","DK01","2005",1.5
"UAAIT","PC_UAA","DK02","2005",0.8
"UAAIT","PC_UAA","DK03","2005",14.3
"UAAIT","PC_UAA","DK04","2005",15.5
"UAAIT","PC_UAA","DK05","2005",2.6
"UAAIT","PC_UAA","EL","2005",32.9
"UAAIT","PC_UAA","EL11","2005",47.1
"UAAIT","PC_UAA","EL12","2005",43.6
"UAAIT","PC_UAA","EL13","2005",21.9
"UAAIT","PC_UAA","EL14","2005",54.9
"UAAIT","PC_UAA","EL21","2005",33
"UAAIT","PC_UAA","EL22","2005",2.6
"UAAIT","PC_UAA","EL23","2005",34.2
"UAAIT","PC_UAA","EL24","2005",31.9
"UAAIT","PC_UAA","EL25","2005",25.8
"UAAIT","PC_UAA","EL30","2005",23.6
"UAAIT","PC_UAA","EL41","2005",4.2
"UAAIT","PC_UAA","EL42","2005",4.7
"UAAIT","PC_UAA","EL43","2005",22.3
"UAAIT","PC_UAA","ES","2005",13.5
"UAAIT","PC_UAA","ES11","2005",4.3
"UAAIT","PC_UAA","ES12","2005",1.7
"UAAIT","PC_UAA","ES13","2005",0.4
"UAAIT","PC_UAA","ES21","2005",4.1
"UAAIT","PC_UAA","ES22","2005",11.5
"UAAIT","PC_UAA","ES23","2005",12.4
"UAAIT","PC_UAA","ES24","2005",16.5
"UAAIT","PC_UAA","ES30","2005",7.4
"UAAIT","PC_UAA","ES41","2005",8.5
"UAAIT","PC_UAA","ES42","2005",12.6
"UAAIT","PC_UAA","ES43","2005",9.3
"UAAIT","PC_UAA","ES51","2005",21.5
"UAAIT","PC_UAA","ES52","2005",39.5
"UAAIT","PC_UAA","ES53","2005",7.8
"UAAIT","PC_UAA","ES61","2005",18.1
"UAAIT","PC_UAA","ES62","2005",36.1
"UAAIT","PC_UAA","ES63","2005",NA
"UAAIT","PC_UAA","ES64","2005",NA
"UAAIT","PC_UAA","ES70","2005",31.1
"UAAIT","PC_UAA","FI","2005",0
"UAAIT","PC_UAA","FI13","2005",0
"UAAIT","PC_UAA","FI18","2005",0
"UAAIT","PC_UAA","FI19","2005",0
"UAAIT","PC_UAA","FI1A","2005",0
"UAAIT","PC_UAA","FI20","2005",0
"UAAIT","PC_UAA","FR","2005",6.1
"UAAIT","PC_UAA","FR10","2005",4.9
"UAAIT","PC_UAA","FR21","2005",1.1
"UAAIT","PC_UAA","FR22","2005",3
"UAAIT","PC_UAA","FR23","2005",0.5
"UAAIT","PC_UAA","FR24","2005",12.4
"UAAIT","PC_UAA","FR25","2005",0.4
"UAAIT","PC_UAA","FR26","2005",1
"UAAIT","PC_UAA","FR30","2005",1.7
"UAAIT","PC_UAA","FR41","2005",0
"UAAIT","PC_UAA","FR42","2005",17.9
"UAAIT","PC_UAA","FR43","2005",0.5
"UAAIT","PC_UAA","FR51","2005",6.5
"UAAIT","PC_UAA","FR52","2005",1
"UAAIT","PC_UAA","FR53","2005",9
"UAAIT","PC_UAA","FR61","2005",19.6
"UAAIT","PC_UAA","FR62","2005",10.7
"UAAIT","PC_UAA","FR63","2005",0.3
"UAAIT","PC_UAA","FR71","2005",8.5
"UAAIT","PC_UAA","FR72","2005",2.1
"UAAIT","PC_UAA","FR81","2005",6.9
"UAAIT","PC_UAA","FR82","2005",16.7
"UAAIT","PC_UAA","FR83","2005",8.4
"UAAIT","PC_UAA","FR91","2005",7.6
"UAAIT","PC_UAA","FR92","2005",19.2
"UAAIT","PC_UAA","FR93","2005",35.6
"UAAIT","PC_UAA","FR94","2005",17.1
"UAAIT","PC_UAA","HU","2005",1.8
"UAAIT","PC_UAA","HU10","2005",1.7
"UAAIT","PC_UAA","HU21","2005",0.7
"UAAIT","PC_UAA","HU22","2005",0.8
"UAAIT","PC_UAA","HU23","2005",0.7
"UAAIT","PC_UAA","HU31","2005",0.6
"UAAIT","PC_UAA","HU32","2005",2.7
"UAAIT","PC_UAA","HU33","2005",3.1
"UAAIT","PC_UAA","IE","2005",0
"UAAIT","PC_UAA","IE01","2005",0
"UAAIT","PC_UAA","IE02","2005",0
"UAAIT","PC_UAA","IT","2005",20.6
"UAAIT","PC_UAA","ITC1","2005",36.8
"UAAIT","PC_UAA","ITC2","2005",25.2
"UAAIT","PC_UAA","ITC3","2005",8.5
"UAAIT","PC_UAA","ITC4","2005",60.2
"UAAIT","PC_UAA","ITD1","2005",14.5
"UAAIT","PC_UAA","ITD2","2005",13.7
"UAAIT","PC_UAA","ITD3","2005",34.5
"UAAIT","PC_UAA","ITD4","2005",31.6
"UAAIT","PC_UAA","ITD5","2005",26
"UAAIT","PC_UAA","ITE1","2005",6.3
"UAAIT","PC_UAA","ITE2","2005",8.5
"UAAIT","PC_UAA","ITE3","2005",5.3
"UAAIT","PC_UAA","ITE4","2005",12.8
"UAAIT","PC_UAA","ITF1","2005",8.8
"UAAIT","PC_UAA","ITF2","2005",5.7
"UAAIT","PC_UAA","ITF3","2005",16.6
"UAAIT","PC_UAA","ITF4","2005",19.4
"UAAIT","PC_UAA","ITF5","2005",8.5
"UAAIT","PC_UAA","ITF6","2005",15.9
"UAAIT","PC_UAA","ITG1","2005",14.4
"UAAIT","PC_UAA","ITG2","2005",6.8
"UAAIT","PC_UAA","LT","2005",0
"UAAIT","PC_UAA","LT00","2005",0
"UAAIT","PC_UAA","LV","2005",0
"UAAIT","PC_UAA","LV00","2005",0
"UAAIT","PC_UAA","MT","2005",24
"UAAIT","PC_UAA","MT00","2005",24
"UAAIT","PC_UAA","NL","2005",4.8
"UAAIT","PC_UAA","NL11","2005",1.7
"UAAIT","PC_UAA","NL12","2005",0.8
"UAAIT","PC_UAA","NL13","2005",2
"UAAIT","PC_UAA","NL21","2005",2.1
"UAAIT","PC_UAA","NL22","2005",3
"UAAIT","PC_UAA","NL23","2005",10.2
"UAAIT","PC_UAA","NL31","2005",3.6
"UAAIT","PC_UAA","NL32","2005",8.4
"UAAIT","PC_UAA","NL33","2005",2.1
"UAAIT","PC_UAA","NL34","2005",0.6
"UAAIT","PC_UAA","NL41","2005",12.6
"UAAIT","PC_UAA","NL42","2005",12.2
"UAAIT","PC_UAA","NO","2005",4.2
"UAAIT","PC_UAA","NO01","2005",1.8
"UAAIT","PC_UAA","NO02","2005",10.1
"UAAIT","PC_UAA","NO03","2005",7.1
"UAAIT","PC_UAA","NO04","2005",1.8
"UAAIT","PC_UAA","NO05","2005",1.7
"UAAIT","PC_UAA","NO06","2005",0.8
"UAAIT","PC_UAA","NO07","2005",0.4
"UAAIT","PC_UAA","PL","2005",0.5
"UAAIT","PC_UAA","PL11","2005",0.9
"UAAIT","PC_UAA","PL12","2005",0.8
"UAAIT","PC_UAA","PL21","2005",0.1
"UAAIT","PC_UAA","PL22","2005",0.2
"UAAIT","PC_UAA","PL31","2005",0.2
"UAAIT","PC_UAA","PL32","2005",0
"UAAIT","PC_UAA","PL33","2005",0.1
"UAAIT","PC_UAA","PL34","2005",0.1
"UAAIT","PC_UAA","PL41","2005",0.5
"UAAIT","PC_UAA","PL42","2005",0.5
"UAAIT","PC_UAA","PL43","2005",0.4
"UAAIT","PC_UAA","PL51","2005",0.3
"UAAIT","PC_UAA","PL52","2005",0.1
"UAAIT","PC_UAA","PL61","2005",0.7
"UAAIT","PC_UAA","PL62","2005",1
"UAAIT","PC_UAA","PL63","2005",0.7
"UAAIT","PC_UAA","PT","2005",12.3
"UAAIT","PC_UAA","PT11","2005",20
"UAAIT","PC_UAA","PT15","2005",17.4
"UAAIT","PC_UAA","PT16","2005",19.2
"UAAIT","PC_UAA","PT17","2005",19.2
"UAAIT","PC_UAA","PT18","2005",7.3
"UAAIT","PC_UAA","PT20","2005",0
"UAAIT","PC_UAA","PT30","2005",72.2
"UAAIT","PC_UAA","RO","2005",0.6
"UAAIT","PC_UAA","RO11","2005",0
"UAAIT","PC_UAA","RO12","2005",0
"UAAIT","PC_UAA","RO21","2005",0.1
"UAAIT","PC_UAA","RO22","2005",2
"UAAIT","PC_UAA","RO31","2005",1
"UAAIT","PC_UAA","RO32","2005",1.2
"UAAIT","PC_UAA","RO41","2005",0.7
"UAAIT","PC_UAA","RO42","2005",0.3
"UAAIT","PC_UAA","SE","2005",1.5
"UAAIT","PC_UAA","SE11","2005",0.4
"UAAIT","PC_UAA","SE12","2005",0.3
"UAAIT","PC_UAA","SE21","2005",1.5
"UAAIT","PC_UAA","SE22","2005",5.5
"UAAIT","PC_UAA","SE23","2005",0.8
"UAAIT","PC_UAA","SE31","2005",0.3
"UAAIT","PC_UAA","SE32","2005",0.2
"UAAIT","PC_UAA","SE33","2005",0.1
"UAAIT","PC_UAA","SI","2005",0.5
"UAAIT","PC_UAA","SI01","2005",0.4
"UAAIT","PC_UAA","SI02","2005",0.7
"UAAIT","PC_UAA","SK","2005",2.4
"UAAIT","PC_UAA","SK01","2005",10.9
"UAAIT","PC_UAA","SK02","2005",4.1
"UAAIT","PC_UAA","SK03","2005",0.3
"UAAIT","PC_UAA","SK04","2005",0.3
"UAAIT","PC_UAA","UK","2005",1.3
"UAAIT","PC_UAA","UKC1","2005",0.1
"UAAIT","PC_UAA","UKC2","2005",0.2
"UAAIT","PC_UAA","UKD1","2005",0.1
"UAAIT","PC_UAA","UKD2","2005",0.8
"UAAIT","PC_UAA","UKD3","2005",0.8
"UAAIT","PC_UAA","UKD4","2005",1.2
"UAAIT","PC_UAA","UKD5","2005",0.8
"UAAIT","PC_UAA","UKE1","2005",3
"UAAIT","PC_UAA","UKE2","2005",1.7
"UAAIT","PC_UAA","UKE3","2005",2.4
"UAAIT","PC_UAA","UKE4","2005",1.5
"UAAIT","PC_UAA","UKF1","2005",4.5
"UAAIT","PC_UAA","UKF2","2005",0.4
"UAAIT","PC_UAA","UKF3","2005",4.8
"UAAIT","PC_UAA","UKG1","2005",2.3
"UAAIT","PC_UAA","UKG2","2005",3.7
"UAAIT","PC_UAA","UKG3","2005",NA
"UAAIT","PC_UAA","UKH1","2005",8
"UAAIT","PC_UAA","UKH2","2005",2
"UAAIT","PC_UAA","UKH3","2005",5.3
"UAAIT","PC_UAA","UKI1","2005",0
"UAAIT","PC_UAA","UKI2","2005",5.9
"UAAIT","PC_UAA","UKJ1","2005",0.4
"UAAIT","PC_UAA","UKJ2","2005",1.3
"UAAIT","PC_UAA","UKJ3","2005",1
"UAAIT","PC_UAA","UKJ4","2005",4
"UAAIT","PC_UAA","UKK1","2005",0.4
"UAAIT","PC_UAA","UKK2","2005",0.3
"UAAIT","PC_UAA","UKK3","2005",0.3
"UAAIT","PC_UAA","UKK4","2005",0.2
"UAAIT","PC_UAA","UKL1","2005",0.1
"UAAIT","PC_UAA","UKL2","2005",0
"UAAIT","PC_UAA","UKM2","2005",0
"UAAIT","PC_UAA","UKM3","2005",0
"UAAIT","PC_UAA","UKM5","2005",0
"UAAIT","PC_UAA","UKM6","2005",0
"UAAIT","PC_UAA","UKN0","2005",0
