"Area","timePeriod","cluster","cv0","yield0","cv1","yield1","cv2","yield2","cv3","yield3","cv4","yield4","cv5","yield5","cv6","yield6","cv7","yield7","cv8","yield8","cv9","yield9"
"Cambodia",2001,2,0.0709514635030869,6683097.47336068,0.018413085128048,10461551.6426722,0.0222047773634356,8677329.84266001,0.0522507353919975,18991297.4923283,0.0280844992626551,10210869.2768678,0.0178200840732027,10317364.2961811,0.0287264462054594,7898780.37384348,0.0507748748150435,15788338.9863249,0.0578037680623195,14711655.0693721,0.0709514635030869,6683097.47336068
"Zimbabwe",1961,2,0.114002333256212,3446201.87690919,0.0269685027301494,4340845.44385504,0.102004719115288,3915088.22153258,0.0502665103165787,6851934.65689347,0.0572398674524111,3826442.82583367,0.0316375072469287,3242360.43649823,0.041756467668057,3270146.48307702,0.0290749948355879,6630223.56940072,0.0292963568275756,7517817.07789719,0.114002333256212,3446201.87690919
"Honduras",2001,2,0.0690260933461324,7167009.03193382,0.0171344081955404,9823688.72379881,0.0202901730803281,7963779.47989441,0.0449216853007458,14343544.9815135,0.0393651410240827,7826934.99083523,0.0176797995420529,9632827.50930027,0.0200760146396159,8017610.21244763,0.0485416581436925,12386072.0425249,0.0498317588803522,11635340.4325056,0.0690260933461324,7167009.03193382
"Saint Vincent and the Grenadines",1961,2,0.142101432626722,6099281.45675953,0.0263626214645011,4428771.76627351,0.12710047963199,4669095.57986691,0.0365076945728054,6625706.36459764,0.0543635138068346,4900715.98266816,0.0121485022297017,3906085.81509455,0.0274035697057333,3896736.758544,0.0450692519429795,9040952.4823628,0.03576978030303,7757736.24565573,0.142101432626722,6099281.45675953
"Mauritania",1993,2,0.0547985216863848,2356289.83578236,0.0375989037135641,6578184.0473859,0.0576417807085067,5563646.36636933,0.0619034075727451,14852482.7387378,0.0677681565544315,6515147.49316972,0.0114929573712606,6144964.62268876,0.0139269132052064,9567131.31685092,0.0305137370784405,11634220.7288677,0.0332682338897056,10080442.0517516,0.0547985216863848,2356289.83578236
"Mauritania",1977,2,0.103815410141051,1396149.42009638,0.0533232856735975,4888923.26622973,0.0288041619159883,4572641.500948,0.0776841008193689,12851715.3816224,0.0666464156609619,4681801.14565404,0.0329062679804529,4638230.01008388,0.0410755854391224,4442344.95954387,0.0492808852859361,10296485.8579993,0.0570152243464771,10052284.8761133,0.103815410141051,1396149.42009638
"Djibouti",1977,2,0.027596537329377,1108383.30050009,0.0612026396730897,5189075.02272044,0.0189433896524169,3452479.34708073,0.124806628568006,20151925.4059368,0.0667629230667198,8033419.05795371,0.0590502019772099,4807418.68657016,0.0943968233672122,4299623.64951,0.0335462907892484,11928228.3643761,0.04744976094601,11356881.9604996,0.027596537329377,1108383.30050009
"Puerto Rico",1993,2,0.196818794039272,3977452.71872584,0.0375974639188032,8003202.2949913,0.0109954285678961,8322073.44501981,0.0787434532148899,20550336.1913624,0.10388336838201,8103686.76141078,0.0164896336326135,7975433.71070331,0.0190628336593714,9504142.86073457,0.0262137889889841,15489121.7189883,0.0320056294593373,12646078.9334169,0.196818794039272,3977452.71872584
"Djibouti",1993,2,0.00260109234014939,1197592.45310097,0.0467588434088787,4232712.34542359,0.0492071660149625,5328172.62309742,0.0824226134824656,26260024.6539577,0.123841802572844,8020645.62022041,0.0253601110964685,6679156.30533432,0.0210058474758487,7451338.59066237,0.0501649847022719,15213934.385215,0.0726865306328862,13355420.9079587,0.00260109234014939,1197592.45310097
"United Arab Emirates",1961,2,0.0931460335795832,12096052.5601181,0.00570711192279457,1484539.92952551,0.0431296090047911,1683313.84059967,0.0426510085758016,3410662.80701929,0.0901673305925826,1521824.69124124,0.0118460987116904,1850293.3730198,0.147653901677118,2683789.60657158,0.0181186336784697,2800568.92718073,0.0207845066957749,3060570.7805926,0.0931460335795832,12096052.5601181
"Ghana",1961,2,0.115850507555837,2936519.91457964,0.0237066092091533,4659903.61384058,0.101178113704159,4093994.51335621,0.0266691839910588,6096772.92640977,0.0437851807445257,5315010.42426023,0.0281487692025996,3414486.54374312,0.0193675880504585,3541957.91725466,0.0335231788998419,8354772.61695079,0.0336360355386469,8650258.1287204,0.115850507555837,2936519.91457964
"Bangladesh",2009,2,0.0259138599219536,11524982.6994861,0.0410270815701272,11347508.845998,0.0342948207213011,8940517.34904297,0.050354906072155,16000254.1971854,0.0614307291290799,9102140.893684,0.0102725461328105,9719486.86512655,0.0156189382401336,11807219.3466146,0.0412294081099394,11257117.2763589,0.0406049568895067,10585252.4488847,0.0259138599219536,11524982.6994861
"Guadeloupe",1969,2,0.11671781126404,13486097.8305398,0.0284271364345345,4991637.78531688,0.0821698337175693,6237587.30761628,0.097763036972581,7774135.13810972,0.0591582466886954,7697451.28820037,0.0221475231576451,4722519.35313233,0.0298958100325984,4915794.19429109,0.0496687666319649,10899107.0618523,0.0399550315778086,8273720.17171602,0.11671781126404,13486097.8305398
"Timor-Leste",1977,2,0.0339118992885027,2991832.67531263,0.0482029168289425,5689558.52924713,0.0291885940331567,5357643.94821039,0.118925765797633,14299217.3442113,0.0518846469289115,7891170.55622307,0.0377003321041457,5290557.86323006,0.0389831353154579,4520212.03627654,0.0450495223987359,11265231.6026811,0.0592189422743295,11852799.4257652,0.0339118992885027,2991832.67531263
"Malawi",1977,2,0.02466084202566,3876233.98272274,0.0335826610524861,6060428.20562634,0.0257013340949332,4809191.25196513,0.0791295400523196,12603087.4899102,0.0616881355044583,5098138.18891806,0.0263298209218814,4821210.41007933,0.0350593186699426,4611260.66035621,0.0512868924185804,9671030.15081946,0.0462785869769053,10083841.7356059,0.02466084202566,3876233.98272274
"Honduras",1985,2,0.0621722611089254,6200823.08800279,0.0250518276039746,7628019.2452669,0.0171037127840074,6297957.80449391,0.0871400436760582,12885899.5627187,0.083783331043537,5578255.34710381,0.0173405103412616,6280196.36145574,0.0299690080895677,7037974.33929562,0.0282060415170044,11826598.1661416,0.0345389236321079,8374449.43352553,0.0621722611089254,6200823.08800279
"Fiji",1985,2,0.111563538312919,10381332.2059019,0.0251121596185742,6599537.33844968,0.0191166287344172,6399649.14534812,0.0958958484296117,22320468.2564101,0.16671329865564,5776451.08113215,0.0200305422366801,6483851.8311538,0.0237823648220224,6540898.21810509,0.0190471462725626,13253811.985048,0.0500251763006654,10404032.5121868,0.111563538312919,10381332.2059019
"Fiji",2001,2,0.067728756621013,9069743.56006041,0.0143900613154016,8784764.88661323,0.0221842871455994,8279385.51371397,0.0514587687909359,26986439.1258908,0.0472328419279654,11869426.7036038,0.017698811637102,10018339.4500938,0.026701617564393,8184507.87805693,0.0426266347549756,14747010.0429931,0.0534632092892955,14255544.2392953,0.067728756621013,9069743.56006041
"Fiji",2009,2,0.0639100428552693,7877306.4096582,0.0496308488648621,13683379.0205712,0.0254203434143084,9892727.71966607,0.0650039076767398,23159150.0839338,0.0630910222711843,16465052.8616443,0.008604514388766,10499475.2964798,0.013887545733776,11521642.3741858,0.0526791882054809,12046786.5851942,0.0352721732462259,13186911.3061693,0.0639100428552693,7877306.4096582
"Oman",1969,2,0.0288119855784847,4567400.1332161,0.0743977953479364,4846954.32243455,0.0943818651896491,3495090.96778034,0.0552776866251082,6213748.40260507,0.0543704536332951,4168523.83645813,0.127164437783308,3376711.75698701,0.0436025620484453,4805581.41735895,0.0332394294878366,5839100.16714638,0.0352649605187959,6475804.36966859,0.0288119855784847,4567400.1332161
"Senegal",2009,2,0.111455006425941,3703887.75580674,0.0481060862093695,12924914.3297368,0.0258373065031019,9586999.47065276,0.0616798017781748,22022975.761563,0.0625137348437729,15221199.7451712,0.00956349097369498,9765862.53260296,0.0115285318853317,15040558.255602,0.052311167552265,12157280.2490132,0.0356809534720858,12667849.0566793,0.111455006425941,3703887.75580674
"Cambodia",1977,2,0.139396418554328,3102338.67780744,0.0328341773842646,6588396.20686499,0.0295111380761734,5505386.58967774,0.115697956358294,13593192.9165696,0.0502967851878837,8223841.3142481,0.0330514516660236,5483281.25172092,0.0379793058534846,5260397.24203603,0.0453585454046778,10763871.206339,0.0392972822070489,11862284.9124898,0.139396418554328,3102338.67780744
