"Level","Year","meanTemp","sdTemp","meanPrec","sdPrec"
"AT11",1961,10.364423785983,0.206567472020785,5.2246612206117,0.249203425829613
"AT11",1962,8.77543295803029,0.238606163435595,5.76785026260558,0.924403343429286
"AT11",1963,8.73964687767851,0.186321161986388,5.29029660953797,0.747851070961805
"AT11",1964,9.18758007865236,0.180495199107654,5.62961074378561,0.58294296578672
"AT11",1965,8.83755238041615,0.150238378373625,7.43365603660256,0.695080385085581
"AT11",1966,10.2564149532649,0.195865613870725,6.89011125786265,0.122282781329597
"AT11",1967,10.2528817651173,0.245622452526298,5.13435364054777,0.22199064596686
"AT11",1968,9.66443820484319,0.312242082991721,5.01869243207444,0.0918013739359308
"AT11",1969,9.188466685257,0.239507071584578,5.91745914129185,0.161421272617111
"AT11",1970,9.30812551465589,0.204721799807725,5.5391202309944,0.173246434559549
"AT11",1971,9.75384208035719,0.197888878244919,4.15176620444243,0.062431305728784
"AT11",1972,9.46636547230271,0.231396939277467,6.29589021137122,1.14034098256204
"AT11",1973,9.6337278781774,0.268745288364878,4.48555891905558,0.484897961484554
"AT11",1974,10.2516154225206,0.237971290787407,5.48678156400774,0.418251892658222
"AT11",1975,10.1827436576425,0.173892059275996,5.24559923021901,0.414241060786941
"AT11",1976,9.50215026234651,0.218546530655831,4.92634696534456,0.154189546560455
"AT11",1977,10.1402482281531,0.175182909432722,4.1388931215443,0.321274296028789
"AT11",1978,9.04622967003311,0.289956792793346,4.1897573869912,0.434535284437975
"AT11",1979,9.72672713983353,0.23171038182259,6.1718322364681,0.438522800746627
"AT11",1980,8.64855426289098,0.202059595943307,5.36561492901133,0.490348723207225
"AT11",1981,9.9178335873604,0.283637091780933,4.79140016426857,0.534567413078983
"AT11",1982,9.79550566601552,0.174116477639975,6.14830994741799,0.612519760241072
"AT11",1983,10.4799690426527,0.276044971933567,4.26271133467096,0.234642868509612
"AT11",1984,9.33894360062569,0.225486817119271,4.89093680671125,0.19550460168423
"AT11",1985,8.90113150168557,0.156156157340127,5.86983692835336,0.208525141497954
"AT11",1986,9.28097896024981,0.218954800350656,4.72811629171699,0.5551483364007
"AT11",1987,9.09735647516285,0.153755802084677,5.74075626275114,0.471529996252443
"AT11",1988,10.0808137294717,0.23374416783737,5.17201816570217,0.159094034166198
"AT11",1989,10.3193472629808,0.172809729334441,4.74060469524608,0.635121644022206
"AT11",1990,10.4205879803821,0.211589714076884,5.27041826329035,0.421095578558227
"AT11",1991,9.19013338522961,0.10361613236256,5.83086639370322,0.31381907738039
"AT11",1992,10.8114831535945,0.107825959035178,5.42443796462273,0.412819828482337
"AT11",1993,9.70920756921328,0.0890060771973916,4.419364878303,0.0935504428063114
"AT11",1994,11.0731888994817,0.244582600296198,5.52428887407308,0.406281005409921
"AT11",1995,9.76751655713891,0.419761002233174,5.88383325279526,0.197416604811708
"AT11",1996,8.4711425470904,0.291808196151827,6.68666842165905,0.371043978457024
"AT11",1997,9.51202309395737,0.403366974112238,5.31647019026742,0.175402756216072
"AT11",1998,10.1190509557298,0.408268801948954,5.53635443696904,0.810618473305253
"AT11",1999,10.1733584989285,0.328149424476723,5.26971821606552,0.0855934558926574
"AT11",2000,11.1427685628057,0.444133456670364,4.82732668732414,0.0679886962221949
"AT11",2001,10.2647111001143,0.296372778967255,4.4315774912854,0.231141776705285
"AT11",2002,10.889882229091,0.332371113015848,5.44001122463163,0.469892072369541
"AT11",2003,10.3438524958896,0.423520470878023,3.86939524517895,0.260208416739659
"AT11",2004,9.73231048961901,0.426485003065344,4.90664359050398,0.391770411196435
"AT11",2005,9.48336006279079,0.482495251097906,5.59907719830229,0.359315264450127
