"Country","Continent","timePeriod","stability","stabilityOverall","stabilityReduced","yield","yieldOverall","yieldReduced","areaHarvested","areaHarvestedOverall","areaHarvestedReduced","diversity","fertilizer","irrigation","instabilityTemp","instabilityPrec","sdTemp","sdPrec"
"CHN","Asia",1978,23.3952967512534,45.3313352208176,37.297992804275,9362069.09991666,7090938.6722773,6726342.16684745,138655726.9,1002230093.4,863574366.5,13.3577518977011,0.115185346294459,10.911,-37.9979098882134,-14.6411877662528,33.6997507771904,13.2168130721853
"CHN","Asia",1988,43.0374193349161,47.4593411381937,40.348188398589,11208402.0035967,8132501.49500673,7608382.47077982,148605091.9,1024311411.5,875706319.6,15.8048591170553,0.157352359300775,9.931,-39.1841354881345,-14.1077904391022,30.6133837923098,13.7630084535124
"CHN","Asia",1998,30.4928298789676,61.8903417796496,63.8648301894629,12014055.9237035,9044394.61402838,8556976.0143851,157707497.6,1120264425.3,962556927.7,19.3033709024467,0.198315016882219,11.322,-41.161503427251,-15.1299009272,31.6759837730639,14.29570509166
"CHN","Asia",2008,88.7510082555448,74.5227018397763,59.6846438605181,13859811.7137035,10501632.7232262,9956309.06135671,174370076.5,1248398695.1,1074028618.6,18.9727105158263,0.238778401543113,13.2111111111111,-40.4053165267459,-9.90860527549046,32.3363158972986,15.9294043556187
"CIV","Africa",1968,24.2087264936233,61.8174279781292,61.7756364833041,2445305.81787062,6035663.68958877,6061681.99437808,3347779.6,468627735.3,465279955.7,10.7817294399336,0.0024543602983362,0.157,-76.0068216814356,-8.20058478647725,0.406973302804225,5.5045033425795
"CIV","Africa",1978,19.780279673374,36.2061023397236,36.184667485869,2871104.48313463,7683673.04182345,7724549.20774048,4613544.6,549287000.7,544673456.1,10.4646588878913,0.00251625972918222,0.275,-88.372802458203,-9.60837434832264,0.425645530896177,5.38036132138903
"CIV","Africa",1988,39.2380528417147,42.3085003867401,42.2945154980934,3282945.13032252,8740689.40130399,8793862.59917929,5664333.1,587037985.3,581373652.2,11.1510244650163,0.00423624093026203,0.357,-212.328338193562,-11.5491726529811,0.44374598347013,5.59745449313656
"CIV","Africa",1998,19.0045827750594,56.1324035247732,54.9155050165424,3819559.48181848,9614120.25112651,9666408.55115477,6146555.5,689844549.6,683697994.1,11.6423023864873,0.00448252941176471,0.366,-122.815143233199,-13.063583038342,0.449445701089743,5.44010181514468
"CIV","Africa",2008,49.6673693318291,80.6309961904351,79.0013480911659,3525526.83155445,11099288.3076688,11186837.7621831,9168774.9,804597081.6,795428306.7,11.1909671333641,0.00419397055771725,0.35,-100.866413484813,-10.6716286695233,0.481147242614973,6.05835045743453
"CMR","Africa",1968,28.8815406246269,68.469980701938,68.08508928974,2862138.46128396,6169905.03236766,6189548.95129262,3012145.5,512543485.3,509531339.8,14.5920729715775,0.00147182962245886,0.097,-101.704702753966,-16.2646686386415,6.13793758469984,25.273090614019
"CMR","Africa",1978,26.5374669785062,45.1696189597103,45.2364975137026,2932927.33721061,7324715.05568325,7342186.94051386,3203222.4,806788351.4,803585129,14.6692213607978,0.00287355700112451,0.191,-95.2148097631925,-14.0832179042706,6.63393547020081,26.1737849396529
"CMR","Africa",1988,22.856200336778,49.2162334889619,49.3539490197764,3641788.00436036,8480133.24372497,8498893.71310139,3213366.9,834847967,831634600.1,16.5056380843728,0.00197794363839286,0.256,-92.1958793532165,-26.6461644388495,6.24723652772576,21.1925888291626
"CMR","Africa",1998,14.6652146908324,60.4490860300658,60.2967248688249,4374272.83577637,9437492.68725839,9459466.27613896,4036383.4,933809503.5,929773120.1,21.1756474646455,0.00325484270773858,0.286,-74.1721079052872,-12.9748421469628,7.13392122456721,16.8410276836868
"CMR","Africa",2008,78.3129907200522,81.6108056610499,81.6893341560632,5472383.75351864,10909290.8289639,10941015.4169782,6141031.1,1058611181.8,1052470150.7,19.7497486578881,0.00432055223061443,0.302222222222222,-85.9739980759736,-9.52257845490185,7.69250038957655,18.4060192865909
"COD","Africa",1968,104.573924923879,55.5676388427918,55.2574450731978,4679624.73185318,5794908.40468949,5800707.47172105,4400223.6,858053633.5,853653409.9,10.3186849193333,0.000471717858113618,0.01,-112.201671921635,-24.6959465373807,4.67737852799641,5.85922541076811
"COD","Africa",1978,71.9517074901559,45.1342393859071,44.930551687844,4781430.95901684,7167806.73123712,7182212.46086393,5414238.6,909548977.3,904134738.7,10.1284996975113,0.000459685591789009,0.028,-143.73715895061,-33.3198293877382,4.55759132259997,6.62507636739589
"COD","Africa",1988,75.9365442991722,47.4548630462859,47.158962156058,4951425.72492641,8317803.508344,8342867.61094618,6688883.2,907843646.3,901154763.1,9.83504713015108,0.000337445610442795,0.04,-127.90349153697,-17.2545497956824,4.6446354210389,6.59602498707361
"COD","Africa",1998,235.309932569862,60.2268614500025,60.0096983616241,4937852.42913747,9372941.68608715,9399946.44170585,5947801.2,980859670.9,974911869.7,9.67151806634234,0.000155198810850985,0.04,-81.0286856464097,-16.1213154979348,4.48879374399997,4.87612987153246
"COD","Africa",2008,28.7487646111965,76.8492713019178,76.9483923457404,4995462.84364529,10873730.9584164,10924123.993761,9299476.3,1095273508.7,1085974032.4,9.02604297338934,0.000775702063231829,0.04,-39.2709049078384,-22.7027252213229,4.84533500177951,5.2952854929224
"COG","Africa",1968,20.3629985450849,67.6637333698501,67.6372048443206,5058055.91836438,7157413.35253795,7158579.35756349,216542.6,390821992,390605449.4,8.40193890211193,0.00300992779783394,0.015,-92.1157603314258,-17.4303472236601,1.07660370510285,4.29042885415114
"COG","Africa",1978,17.4214858910103,35.7247624061855,35.7097551452699,5896554.10010699,8828459.48307489,8829953.51311981,210282.6,415856070,415645787.4,8.43009339224747,0.000812201396545388,0.02,-102.973072577384,-13.2573696483947,1.18135375773617,4.80631062142948
"COG","Africa",1988,31.7748519969218,44.2519744407589,44.2388925227428,6193481.90158908,10105222.4716592,10107163.818914,219716.1,441749098.6,441529382.5,8.9245592056907,0.00201628479454649,0.02,-167.465513570371,-13.7230716304337,1.21858112391177,3.12295874485646
"COG","Africa",1998,57.2503432405689,56.9395384074994,56.9334860894604,6668449.64645437,11231879.3135832,11234176.6331624,258305.5,514625773.5,514367468,11.1188564001359,0.00218048398969452,0.02,-81.6975252010094,-9.88476393494558,1.02215320971256,3.35945922619926
"COG","Africa",2008,63.4010112833235,78.6006860263129,78.5755706005612,6908449.49262925,12369561.0600141,12372555.1337577,348828.2,636801104.5,636452276.3,12.0123847565567,0.000684496098289889,0.02,-87.0713734965649,-17.7866362849424,1.10426059020927,3.04444135923942
"COL","Americas",1968,24.6119476058705,53.6989206271096,53.2934574226951,5460343.82528958,5900947.47446423,5902888.19957303,3587395.1,811274299.5,807686904.4,12.3926999846207,0.0197797010692976,0.628,-57.9548107022985,-15.7343144736375,24.7134182815957,48.316140126575
"COL","Americas",1978,47.428023776543,43.1352311559334,42.8893473200839,6621155.21331,7265860.98334115,7268800.6108904,4088581.3,896326800.5,892238219.2,12.6688055396065,0.0328643397524072,0.952,-82.3487213391656,-18.7231369430425,24.5531212810136,46.0552303793278
"COL","Americas",1988,47.8457405248468,46.8685401114325,46.593464933528,7740501.07378772,8573419.54499492,8577652.15961689,4293173.8,863295355.4,859002181.6,13.3271985497777,0.0557970708648124,1.69,-91.192563238463,-10.3644254325095,23.9902036394672,44.3130235211075
"COL","Americas",1998,28.5412040971856,60.7971010258535,60.3230972958609,9451988.29484799,9630210.38275898,9630958.68629767,4041594.3,966275719.5,962234125.2,15.1902459013834,0.0998500241278854,2.138,-76.1264139395379,-13.235278226097,24.7782907898128,46.5188767305121
"COL","Americas",2008,38.3078906525259,77.7411445887793,77.5694397303875,10200124.7653547,11005458.6731864,11008618.894406,4361937.7,1118777278.3,1114415340.6,16.9675527399909,0.163344985709172,2.45222222222222,-55.4309987015599,-5.79290290416244,25.5196381864558,41.6765144135767
"CRI","Americas",1968,22.9619999313361,66.7519961207792,66.8093686747613,6364170.97253992,6618969.9960052,6619196.52904422,381035.1,438585673,438204637.9,9.75744058542442,0.0663844124213517,1.548,-60.1795698631707,-9.26670619145598,7.09164952771902,60.6652254809523
"CRI","Americas",1978,21.1092411987951,34.169567973483,34.1175012380566,7741127.4689341,8214597.88874766,8215037.81244189,413531,465691980.4,465278449.4,10.5881908629972,0.0925613079019074,2.616,-57.3410412177213,-11.8662734954731,6.99664108039383,53.9527419015709
"CRI","Americas",1988,64.724077284577,43.6666601649516,43.6278587709599,9248390.84596902,9532821.46157299,9533086.51146497,443479.2,473514288.7,473070809.5,12.4363978337378,0.136527641156797,3.93,-79.1838250927802,-10.7587639948441,7.02198241841313,65.6778009335919
"CRI","Americas",1998,22.1857747114742,57.5920878706059,57.5999685922583,11228417.867812,10811830.8022829,10811473.6960149,472148.6,547713024.2,547240875.6,14.3133225879685,0.144161983854692,5.575,-64.1781422706556,-14.4565958126215,7.11087711905562,58.948890702997
"CRI","Americas",2008,25.68177201297,79.5256310030608,79.4349106255932,12373656.9576209,12498170.1632642,12498280.0962947,514056.8,636261682.3,635747625.5,13.9132332753456,0.148929638576265,5.66111111111111,-75.811104043813,-11.9903982912373,6.83386745686825,49.4496444151074
"CUB","Americas",1968,7.85410894992855,63.1818711313223,63.0956548593238,9879595.50290031,6900199.75171834,6886906.96344451,1869226,424550529.5,422681303.5,4.30424808634909,0.0544615598112684,9.597,-114.855188137875,-7.47131120353072,0.581929657143757,3.15006816060004
"CUB","Americas",1978,17.0667396702152,34.9141803157885,34.8260439840811,12226174.475047,8503321.27123863,8486943.48954439,1964493.8,447361029.4,445396535.6,4.32718570479284,0.0818468975468975,13.138,-147.758991297805,-7.09129664950329,0.710602926838332,2.85997797666205
"CUB","Americas",1988,9.0199337680909,43.0146544329302,43.2279597777738,9117780.73464807,9500271.17972189,9502020.68806077,2263678.6,483747277.3,481483598.7,6.46124289265238,0.0476646467669135,13.107,-81.5527783309726,-12.3266592927655,0.719971297033592,2.75134268328345
"CUB","Americas",1998,10.4816663056042,52.0036066842438,51.8213799760715,7043116.60054553,10687610.5108348,10700433.5842713,1928335.9,533633752.8,531705416.9,12.0217044409277,0.0153565425879732,11.502,-75.5913819054243,-8.66165738188292,0.527894229547558,2.78783963176749
"CUB","Americas",2008,9.62409336278236,81.5959658749765,81.8512730937547,7301448.15211013,12188990.4746514,12201496.6012098,1539825.8,620137688.7,618597862.9,14.3611203597793,0.018322354577006,8.73777777777778,-103.150018418662,-13.9460081728719,0.456724783049194,2.05840910009848
"CYP","Asia",1968,4.06090060112933,30.1886247922617,30.1383337731017,3103587.32107122,4933676.22250448,4934785.78028467,268237.9,459031915.3,458763677.4,10.2110855794511,0.0381594858969895,9.909,-59.2509088238637,-3.96087166521302,0.493150558226638,0.314848721184753
"CYP","Asia",1978,12.5259521124486,32.4214732420672,32.4072657777303,5056268.81211535,5863108.60660636,5863326.1772739,128494.3,477124276.5,476995782.2,9.72697643819511,0.0590905857244487,17.624,-42.5942182010505,-6.04967873055112,0.483525306786349,0.350933550599484
"CYP","Asia",1988,4.97487354011816,36.6797495853746,36.6552427577576,6350388.38665172,6622481.93252136,6622526.20893026,120361.4,453290900.3,453170538.9,8.31779267274084,0.0881886037987338,24.745,-39.8994150900863,-3.10281485988407,0.804381959415881,0.330322651088115
"CYP","Asia",1998,5.22692022939691,46.8165718704176,46.781734829551,5409428.99635845,7142589.83661241,7142983.44210002,110019.5,476180304.7,476070285.2,8.21319485893686,0.056811946753159,29.098,-61.3906541588009,-5.22345569349163,0.584906661910398,0.294118532904771
"CYP","Asia",2008,4.0090408009295,56.7317678765442,56.7013092083213,5153221.02066362,8039532.84156061,8039920.92812236,68537.5,503810165.6,503741628.1,10.9118389932089,0.0639004531491083,39.6022222222222,-58.9792787903045,-3.34282539282292,0.2297901650077,0.402416557449486
"CZE","Europe",1998,10.4085554143847,45.3996230690942,45.9909747647181,14195823.8653358,9433517.42961149,9418294.42538048,2228306.3,698779646.5,696551340.2,7.69938264797684,0.0694946109597336,0.966,-17.3677394481192,-7.22282239065865,1.11711862809971,1.6940573300167
"CZE","Europe",2008,12.1571906760723,45.8390945531535,46.0711671984265,17499721.6122832,11134329.8215645,11117349.7397853,2077360.3,777696597,775619236.7,7.06167684336118,0.107175385253265,0.862222222222222,-12.2084167417853,-7.69837716200821,1.13768117447353,1.20044497018645
"DEU","Europe",1968,16.3319844236885,32.9215090094082,31.2892468917179,13446288.2951073,6196489.7222694,6070768.31698205,9481464.5,556375256.4,546893791.9,7.41656343581782,0.143695425695602,2.287,-19.5370314709012,-6.32731966853272,0.697663861645023,2.11640372139633
"DEU","Europe",1978,22.6163280552435,32.0418720919868,32.3691689647718,16064197.5023534,7643892.77838657,7503337.41418513,9505051.2,578167685.6,568662634.4,7.16246481599553,0.176998877665544,2.533,-14.4232695933052,-9.93426448848016,0.685446126715199,2.62848614436769
"DEU","Europe",1988,32.6462371922463,36.0224249091644,34.268112075341,19140813.1468403,9087527.45388916,8917084.28383363,8980107.2,539072597,530092489.8,8.33163442523915,0.153665168855457,2.765,-11.6555967693487,-7.86909090383591,0.661659343494637,2.37922352629498
"DEU","Europe",1998,15.0031629514552,40.1276844323637,41.6446839303067,21504793.3039256,10233324.6564597,10044093.1576253,9360835.3,567600789.3,558239954,8.21764071221759,0.150491037434575,2.948,-26.6441642542262,-6.70056838453984,0.697772260911259,2.71388872319592
"DEU","Europe",2008,18.6286826263778,44.7324851074245,44.3016158226541,23640379.3829921,11575244.7752835,11425280.9667739,8986154.8,733914925,724928770.2,7.71250494093351,0.137352081484369,3.96,-12.7570979962135,-16.1612219793678,0.574623110667213,1.93437346137065
"DNK","Europe",1968,15.4832974885446,26.6600605020628,26.2684126980471,13374822.4426274,5664915.25192496,5629478.89260333,1878440.1,410218859.8,408340419.7,2.83756984273788,0.118827067106052,4.918,-16.5876599935814,-7.36834786842788,0.174209788530714,0.395267706088629
"DNK","Europe",1978,10.5714069422343,28.5322640050463,28.563632104622,15050097.1532365,6809583.5440507,6769264.52993171,2043079.1,420109593.1,418066514,3.51783020027377,0.146873802281369,13.721,-10.3651773767832,-14.2899212927269,0.182627349959044,0.732499980646424
"DNK","Europe",1988,11.5464025521875,35.2017501372094,35.0223730190355,18513099.1396727,7907537.59267423,7853774.16255257,1944804.7,384551185.1,382606380.4,4.81415148475427,0.136492929292929,16.458,-10.3836430205141,-3.75240735542386,0.10605027841055,0.735281274524221
"DNK","Europe",1998,32.7832968581354,37.9471274409571,37.5757999284676,20110773.631501,8593822.94702938,8541669.72988754,1766124,391821914.4,390055790.4,4.57259976444418,0.0898841708868978,16.795,-20.7350248298235,-6.6410062998602,0.162250015932945,0.779444794672776
"DNK","Europe",2008,19.6584445767217,48.6667412061267,48.5012751510652,21609265.0074084,9776746.60326917,9726318.06256355,1734639.4,408402149.6,406667510.2,4.64716331856419,0.0829695926633384,14.7022222222222,-9.72524274437775,-12.4394455001831,0.127320476300528,0.677408707052196
"DOM","Americas",1968,18.7349244583531,66.7589093932235,66.7246151782284,6458348.80283679,6382556.23591562,6382424.85568845,832315.1,495695493.7,494863178.6,12.3162324306858,0.0245998833722093,5.492,-92.333893636,-8.70865053263837,4.67876852861926,9.44512962033328
"DOM","Americas",1978,19.0056846440796,37.0405959461729,36.9878950931842,6791866.18826848,7838828.22423166,7840667.6671208,911827.1,519431949.9,518520122.8,12.0681640362627,0.0216713400028181,7.034,-102.530709957124,-7.22775792975249,4.35777293637729,13.1886552062271
"DOM","Americas",1988,21.6414599330919,42.975018577725,42.972029877169,5821773.02881889,9349720.08472493,9356312.6922389,944255.3,502564133.6,501619878.3,13.6282614884843,0.03276008492569,9.324,-53.1181865762719,-5.43534652869565,4.40515570680073,8.3754746740904
"DOM","Americas",1998,17.6047192282812,53.7447662861388,53.6250754381314,6691749.96446675,10709080.1004442,10715302.9100508,863681.6,560594119.1,559730437.5,14.7649266015025,0.0377168827062915,11.424,-77.394166580693,-5.7212524966468,4.77014323550992,6.92443581648751
"DOM","Americas",2008,29.6154144055339,80.9153622862208,80.8155470434943,8187994.27729373,12351219.0347474,12357068.7692304,908242.5,649435581.3,648527338.8,15.6834244252747,0.0395158286445013,12.9088888888889,-116.378202239972,-5.39749008080122,4.4017625515103,8.49913663802054
"DZA","Africa",1968,6.04752928680905,45.9644159202018,45.644875227878,2099458.83396749,6016881.14600763,6036583.70602154,3812588,759388128.6,755575540.6,4.44898549695452,0.00735332839513075,0.545,-38.0119186789537,-5.37356206774445,3.75563660778698,2.66048858439672
"DZA","Africa",1978,7.22994706102963,41.8644530233772,41.7683739399016,2204236.84160867,7190361.66441608,7213517.68035186,3696984.2,796768721.6,793071737.4,6.43104473586111,0.00995251813913786,0.724,-32.3222870591822,-4.63496923697399,3.67408453285259,2.96888973437036
"DZA","Africa",1988,5.5300080065879,42.7510864880048,42.5452071795727,2926607.22150309,8405205.97939551,8428693.85743548,3357578.4,771088910.2,767731331.8,7.80628536153991,0.00568555111942184,1.277,-27.4544997489685,-7.15034174480701,3.58281164868213,2.19035591377883
"DZA","Africa",1998,9.78286164771433,50.2730271877842,49.6936195802623,3842827.91336757,9198504.36135189,9221487.90979717,3698405.3,862108914.2,858410508.9,8.49242397307986,0.00502414686913959,1.873,-42.5157084336347,-6.49638613987015,3.37241534618242,2.5705035293296
"DZA","Africa",2008,7.10910798029056,66.0217058498979,66.3905203841177,4912812.76453273,10800763.3338965,10828475.7462083,4437333.8,943247709.1,938810375.3,9.42883851987682,0.0071708995547949,2.97333333333333,-48.1469625159411,-7.96673454946997,3.70725689625865,2.75344712691639
"ECU","Americas",1968,22.7943953079684,50.8694103619904,50.7059043235625,4850785.96313769,6206368.51298686,6209024.17487413,1644010.5,836147744.2,834503733.7,14.9658415686426,0.0107895024177195,9.736,-59.0127534419747,-5.1167756499973,34.5183613952188,46.3838437070292
"ECU","Americas",1978,20.7257989655174,44.3980485009093,44.3580213929899,5051376.0893307,7415553.44810031,7419889.47595383,1657882.3,940003749.4,938345867.1,13.4228352767097,0.0147162488038278,9.64,-46.6569491434529,-2.25820605197,35.3995873103971,40.5745063306081
"ECU","Americas",1988,34.611898211977,47.5759080754636,47.5210268325603,5315750.08076239,8547940.14988565,8556462.04823784,2435722.7,932829500.1,930393777.4,13.3575599601959,0.0173088597349162,10.465,-60.1108760091205,-5.0526372214108,34.7779819409335,37.3391470942504
"ECU","Americas",1998,19.1196346816727,62.2727902522129,62.4252409605033,6857592.0888825,9475768.70052345,9481944.05951138,2378825,1020149908.9,1017771083.9,14.5157560340449,0.0450341758899192,12.491,-47.2441718139777,-8.98653358144555,33.0723425021873,34.8298372807086
"ECU","Americas",2008,10.9586182752667,77.1213951803313,76.939914812936,9498712.0452775,10981528.7550392,10984650.1675581,2334363.4,1134459975.7,1132125612.3,14.0135371663372,0.0656875049161181,21.8711111111111,-57.8551745503133,-9.49393523893159,34.6848850745076,34.8400969725468
"ERI","Africa",1998,2.6878615725887,39.8082469999203,39.79328457245,1987488.58374529,9193837.68814753,9200962.1882516,604416,608781949.7,608177533.7,9.334065604256,0.00428383683222393,0.282,-44.985393661713,-7.81646439120223,12.5843809989578,1.02610996550553
"ERI","Africa",2008,8.19736590870584,49.3642157530948,49.3712036642595,1926498.2776164,10937313.0654626,10945742.1484324,616058.5,658577430.3,657961371.8,7.72368926082465,0.00145962479871176,0.28,-91.9570600204163,-6.62735531846513,12.3520413976439,1.20852383316941
"ESP","Europe",1968,20.010733829207,50.191205466857,49.8146274384035,4956066.08329302,5867906.51300169,5880539.21902985,12091428.1,885339229,873247800.9,12.3567392960216,0.0331320997803064,8.265,-35.3942382035232,-5.62964562121045,6.70807244182706,2.48438092005707
"ESP","Europe",1978,7.65998267586477,44.9359101275187,45.0816111146849,6144638.07958288,7137206.99994158,7150210.54641133,12652899.1,974569392.9,961916493.8,11.9153643979157,0.0448920742483864,10.106,-38.2630705009544,-8.04580156039056,6.91990690219044,2.59823216118198
"ESP","Europe",1988,6.55757616140054,45.4711835292478,45.5055765196701,6222648.55662413,8154727.4130155,8183531.655426,14360237.8,974348675.4,959988437.6,12.5714109089043,0.0516567567979128,11.501,-24.4196089564653,-5.15169731503003,6.77725279822816,2.43868913360707
"ESP","Europe",1998,7.99525692849534,57.7132830159389,57.8791419727634,7635349.92355125,9095577.18895435,9114193.12163337,13293197.2,1048826945.6,1035533748.4,12.9468697979021,0.0599547582770777,12.892,-48.2348783456588,-7.70160118816885,6.68378037566944,2.37835554488294
"ESP","Europe",2008,8.62390201086009,67.6805769591602,69.0821038090241,8009390.66204325,10332351.9991388,10358473.3064002,12634546.5,1131272415,1118637868.5,13.2312516230668,0.0544051730242329,14.1311111111111,-30.2029806772494,-5.53718620955541,6.90373517618944,2.59663497289473
"EST","Europe",1998,8.51184708574887,38.8782085406743,38.8327005614201,7014608.79350727,7990419.7319494,7991303.77672208,361996.4,405457315.3,405095318.9,5.93233900893873,0.032076477913706,0.157,-10.9083056551402,-6.35645775598435,2.51013872545704,2.50677494398125
"EST","Europe",2008,6.37841494232674,47.0236033832493,47.0670600773792,9973135.33946708,9190081.70872254,9189256.78777762,435260.6,425153534.1,424718273.5,5.8866041159283,0.051394155974184,0.112222222222222,-7.77544745334384,-6.36060022122574,2.50276917087518,2.64195645691925
"ETH","Africa",1968,17.6577022071726,42.9885424627659,42.793672518084,2671714.26653922,5567367.37221902,5598888.86289795,8063805,750423795.2,742359990.2,13.3237248232249,0.000417875609395775,0.264,-59.0299076536209,-24.0242977296784,13.7784675339497,10.890695598895
"ETH","Africa",1978,8.22673555740563,37.3855292605042,36.734360282372,3547609.70529475,6766785.02973998,6795230.59361997,7048138.4,802106401.3,795058262.9,14.2033281964001,0.00106281216775407,0.276,-61.5104322653549,-13.853361398756,13.8150245281988,9.5244793618077
"ETH","Africa",1988,12.2796780266515,38.9782254144837,38.9587916864892,3828710.32097484,7815316.36058131,7856961.20448305,7854463.8,771955197,764100733.2,13.9367880774024,0.00379417332580956,0.62,-46.4264412212629,-15.1314641504833,13.2903311182284,9.95911094203999
"ETH","Africa",1998,16.6673142379778,58.344701329267,57.7595907939646,4117055.11073589,9117827.42100323,9173712.14535112,11100588.3,1003736317.4,992635729.1,13.964876987758,0.00646485444367387,1.149,-111.233711628808,-13.0905272970081,13.5951730003247,9.79183109265028
"ETH","Africa",2008,28.4017757665987,70.3295492847732,69.863203650978,6371894.28613058,10568757.173984,10623750.9087361,14478254.9,1115466481.3,1100988226.4,15.2848808403414,0.010092521224502,1.96777777777778,-69.47375587576,-22.1620423042103,13.5234650209139,11.1064175183498
"FIN","Europe",1968,11.7296609191754,26.6066538821152,26.5663477688673,8779037.06076661,5793345.82814845,5783416.11773924,1307647.6,395737316.3,394429668.7,4.171731691681,0.070266695800723,1.056,-2.85127617787059,-6.39415649958306,0.89784601372983,0.305295641159175
"FIN","Europe",1978,6.56230449607232,28.4228268701662,28.4166633974062,9548297.28408833,6889852.74883402,6881260.87160443,1328897.7,414165587.6,412836689.9,4.30425787734912,0.0861116381697281,2.198,-2.74124349829139,-8.47553510889739,0.893601996767672,0.415414144579301
"FIN","Europe",1988,10.7068711208785,34.8183894606433,34.8587045384999,11559910.4199409,8048559.69168243,8037228.28048907,1209884.2,374118716.5,372908832.3,4.52221638920945,0.0839994452050504,3.243,-5.72104975183746,-15.778261930397,0.912659460865459,0.367648632890995
"FIN","Europe",1998,12.1386967744632,39.1721426303814,38.897780396904,11101632.3702375,8607155.06977341,8598766.24152827,1298542.3,388700096.1,387401553.8,4.57215797682185,0.0782884968612213,3.938,-7.15263450281187,-9.27333831092384,0.938473925980258,0.285027111258777
"FIN","Europe",2008,16.8706929033212,49.4472237860859,49.6775793537936,12343127.8755788,9872052.94838556,9864886.22872972,1159911,402296095.9,401136184.9,4.70006598297351,0.0707520327914038,3.40666666666667,-4.72995810726985,-7.3070120164939,0.85805359389192,0.356239586906014
"FJI","Oceania",1968,15.7786571472318,62.9270672495831,62.9530280622179,12452097.7593327,7175748.43546288,7174822.81393454,69642.9,402764341.9,402694699,3.78380075782383,0.0464636723910172,0.425,-71.1301572152069,-5.20770696266221,0.346657424033931,5.60845749740781
"FJI","Oceania",1978,6.33470237373966,34.7877595914829,34.8163729321298,13180867.3867316,8878633.17557618,8877751.04771763,88259.5,422213034.2,422124774.7,2.99089049490386,0.0552972972972973,0.316,-128.240758279195,-6.55101836846234,0.422415903088671,4.94444609917115
"FJI","Oceania",1988,16.2871294766108,43.0315590647417,43.0274344116361,10192528.7970069,9966184.98734352,9966115.73355008,159569.2,454004763.5,453845194.3,4.0755433206785,0.0405405405405405,0.51,-90.0472646209052,-10.3843148420247,0.549756696381243,3.60061921515193
"FJI","Oceania",1998,9.40618393322421,51.7320510186769,51.7102205219748,9382358.07978938,11137798.4255507,11138316.1769429,147633.7,502573941.9,502426308.2,4.40905008871943,0.0228573686290004,0.816,-122.881211323499,-4.29471622702331,0.418923201225966,4.08582194015232
"FJI","Oceania",2008,18.2350239212903,82.1723462644973,82.1669590942236,7763984.13839599,12775198.4748087,12776421.3554336,141401.9,576801422.3,576660020.4,5.74901677632201,0.016382658844189,0.938888888888889,-90.1694713669979,-4.4687321449607,0.490566501377026,3.80058805875559
"FRA","Europe",1968,12.6627100361572,45.8530577719631,45.3062650898698,12261412.8189995,5848303.98729835,5745617.34128353,12713106.6,808064591,795351484.4,8.75911215079422,0.0835150127441752,2.884,-49.336409174187,-9.86585167099397,1.9702142104759,2.24370083018258
"FRA","Europe",1978,20.2886972688407,41.6625113063714,41.3558985382003,16084464.8575053,7321410.09816926,7184446.2013964,13156540.2,855575371.2,842418831,8.71327918763529,0.119648161439206,4.68,-21.62270886024,-10.6374250983848,2.21816644655715,1.81094134964039
"FRA","Europe",1988,37.8405369332987,42.5228580442143,41.5425246501741,19160858.4941033,8427730.75853866,8254796.63321106,13417516.1,846220573.9,832803057.8,9.36409715507472,0.127477807834468,7.447,-19.9714031003974,-8.14603874924798,2.08261412491124,2.0569829620928
"FRA","Europe",1998,17.6957837964846,53.2847344346021,54.5006790037797,20923275.3765895,9395332.13675256,9224379.06447471,13388608.9,918622026.5,905233417.6,8.86727757940156,0.120653020401076,9.028,-40.2613611967787,-9.42735647358409,1.95325428151671,1.68300586517687
"FRA","Europe",2008,16.0465124692101,65.5153410675671,64.3423759170171,21566197.6959086,10670961.6584946,10526473.4020767,13699443.2,1049951120,1036251676.8,8.51776489225785,0.108617866758106,9.60111111111111,-19.6318974873797,-9.85305761482994,1.9969236019213,1.87197152278959
"GAB","Africa",1968,46.312849024821,62.0801123058639,62.0724130204464,3583266.91931898,7522418.8909417,7523832.6698664,120518.2,336055110.9,335934592.7,8.57684695433928,0.000265553869499241,0.08,-95.4961419769108,-12.9498605307231,1.28135687076733,5.46699582613938
"GAB","Africa",1978,48.676190992496,34.2873317402512,34.2832343132877,4150142.63682087,9430081.63805879,9432482.56930247,162928.8,359143896.5,358980967.7,8.69243648823424,0.00106201550387597,0.08,-81.0838644123464,-8.47606020456631,1.31525510472507,6.05958542211949
"GAB","Africa",1988,30.1405402979948,40.7487569318646,40.7348369590887,4683352.14498605,10237751.6565911,10240092.4974952,187710.6,445370014,445182303.4,9.29796111577997,0.00035575485799701,0.08,-133.339604769683,-12.8637062452144,1.31791791678753,5.37019893139732
"GAB","Africa",1998,69.8159523635409,57.3492136314676,57.3575019203509,5034978.82983385,11575276.7583275,11577800.6620128,196903,510195446,509998543,8.81950661108952,0.000826666666666667,0.08,-79.1229625063281,-8.82259393424769,1.401686474863,4.99674692401064
"GAB","Africa",2008,92.1638400171235,65.6145962541978,65.6209500965354,5001053.58344949,13160910.1127543,13164019.7587646,234114.2,614498627.6,614264513.4,8.84264946000574,0.00452466666666667,0.08,-57.5926468671329,-10.1131606845577,1.62226631201043,10.2117609096665
