"Country","timePeriod","stability","stabilityOverall","stabilityReduced","yield","yieldOverall","yieldReduced","areaHarvested","areaHarvestedOverall","areaHarvestedReduced","diversity","fertilizer","irrigation","instabilityTemp","instabilityPrec"
"COL",1968,24.6119476058705,53.6989206271096,53.2934574226951,5460343.82528958,5900947.47446423,5902888.19957303,3587395.1,811274299.5,807686904.4,12.3926999846207,0.0197797010692976,0.628,-59.0482391162874,-15.4647010544525
"COL",1978,47.428023776543,43.1352311559334,42.8893473200839,6621155.21331,7265860.98334115,7268800.6108904,4088581.3,896326800.5,892238219.2,12.6688055396065,0.0328643397524072,0.952,-83.2420863415208,-18.7680197656283
"COL",1988,47.8457405248468,46.8685401114325,46.593464933528,7740501.07378772,8573419.54499492,8577652.15961689,4293173.8,863295355.4,859002181.6,13.3271985497777,0.0557970708648124,1.69,-92.1280614549206,-10.3244354968661
"COL",1998,28.5412040971856,60.7971010258535,60.3230972958609,9451988.29484799,9630210.38275898,9630958.68629767,4041594.3,966275719.5,962234125.2,15.1902459013834,0.0998500241278854,2.138,-76.1848170578725,-13.2460931754529
"COL",2008,38.3078906525259,77.7411445887793,77.5694397303875,10200124.7653547,11005458.6731864,11008618.894406,4361937.7,1118777278.3,1114415340.6,16.9675527399909,0.163344985709172,2.45222222222222,-55.1220670465834,-5.81480401447366
"COG",1968,20.3629985450849,67.6637333698501,67.6372048443206,5058055.91836438,7157413.35253795,7158579.35756349,216542.6,390821992,390605449.4,8.40193890211193,0.00300992779783394,0.015,-91.8878124929535,-17.7917368453512
"COG",1978,17.4214858910103,35.7247624061855,35.7097551452699,5896554.10010699,8828459.48307489,8829953.51311981,210282.6,415856070,415645787.4,8.43009339224747,0.000812201396545388,0.02,-102.722189840259,-13.4717006549324
"COG",1988,31.7748519969218,44.2519744407589,44.2388925227428,6193481.90158908,10105222.4716592,10107163.818914,219716.1,441749098.6,441529382.5,8.9245592056907,0.00201628479454649,0.02,-167.629000581612,-13.7782270321647
"COG",1998,57.2503432405689,56.9395384074994,56.9334860894604,6668449.64645437,11231879.3135832,11234176.6331624,258305.5,514625773.5,514367468,11.1188564001359,0.00218048398969452,0.02,-81.8120260514857,-9.89665652521827
"COG",2008,63.4010112833235,78.6006860263129,78.5755706005612,6908449.49262925,12369561.0600141,12372555.1337577,348828.2,636801104.5,636452276.3,12.0123847565567,0.000684496098289889,0.02,-87.570612127747,-17.8532983577394
"CRI",1968,22.9619999313361,66.7519961207792,66.8093686747613,6364170.97253992,6618969.9960052,6619196.52904422,381035.1,438585673,438204637.9,9.75744058542442,0.0663844124213517,1.548,-59.8821728734445,-9.1948514033543
"CRI",1978,21.1092411987951,34.169567973483,34.1175012380566,7741127.4689341,8214597.88874766,8215037.81244189,413531,465691980.4,465278449.4,10.5881908629972,0.0925613079019074,2.616,-57.2567239319848,-11.8693205038632
"CRI",1988,64.724077284577,43.6666601649516,43.6278587709599,9248390.84596902,9532821.46157299,9533086.51146497,443479.2,473514288.7,473070809.5,12.4363978337378,0.136527641156797,3.93,-79.1713569127508,-10.7971869175667
"CRI",1998,22.1857747114742,57.5920878706059,57.5999685922583,11228417.867812,10811830.8022829,10811473.6960149,472148.6,547713024.2,547240875.6,14.3133225879685,0.144161983854692,5.575,-64.2147655300658,-14.5056732011835
"CRI",2008,25.68177201297,79.5256310030608,79.4349106255932,12373656.9576209,12498170.1632642,12498280.0962947,514056.8,636261682.3,635747625.5,13.9132332753456,0.148929638576265,5.66111111111111,-75.6767636900204,-11.9311566911064
"CIV",1968,24.2087264936233,61.8174279781292,61.7756364833041,2445305.81787062,6035663.68958877,6061681.99437808,3347779.6,468627735.3,465279955.7,10.7817294399336,0.0024543602983362,0.157,-77.4102489471881,-8.2442673422945
"CIV",1978,19.780279673374,36.2061023397236,36.184667485869,2871104.48313463,7683673.04182345,7724549.20774048,4613544.6,549287000.7,544673456.1,10.4646588878913,0.00251625972918222,0.275,-83.5576877366485,-9.70313264308046
"CIV",1988,39.2380528417147,42.3085003867401,42.2945154980934,3282945.13032252,8740689.40130399,8793862.59917929,5664333.1,587037985.3,581373652.2,11.1510244650163,0.00423624093026203,0.357,-196.521408741322,-11.2309152864633
"CIV",1998,19.0045827750594,56.1324035247732,54.9155050165424,3819559.48181848,9614120.25112651,9666408.55115477,6146555.5,689844549.6,683697994.1,11.6423023864873,0.00448252941176471,0.366,-113.272017339393,-13.2704946277442
"CIV",2008,49.6673693318291,80.6309961904351,79.0013480911659,3525526.83155445,11099288.3076688,11186837.7621831,9168774.9,804597081.6,795428306.7,11.1909671333641,0.00419397055771725,0.35,-110.878913958398,-10.7616016664959
"HRV",1998,7.86680241964912,44.1398919843918,44.3084480456567,14164982.6056155,8825383.0876564,8819627.42254817,845417.8,776955080.6,776109662.8,8.64343281683178,0.135513280616383,0.637,-18.8387579854263,-6.44790901466129
"HRV",2008,9.76058474867616,48.2303293870738,48.4201091537815,16858469.3020483,10682429.2460448,10676536.2178429,779352.7,823033240.1,822253887.4,9.23132273943465,0.119628167821808,1.69111111111111,-33.3919117882834,-4.14539849832212
"CUB",1968,7.85410894992855,63.1818711313223,63.0956548593238,9879595.50290031,6900199.75171834,6886906.96344451,1869226,424550529.5,422681303.5,4.30424808634909,0.0544615598112684,9.597,-115.514276252329,-7.47916656785569
"CUB",1978,17.0667396702152,34.9141803157885,34.8260439840811,12226174.475047,8503321.27123863,8486943.48954439,1964493.8,447361029.4,445396535.6,4.32718570479284,0.0818468975468975,13.138,-147.926688225951,-7.09082392258732
"CUB",1988,9.0199337680909,43.0146544329302,43.2279597777738,9117780.73464807,9500271.17972189,9502020.68806077,2263678.6,483747277.3,481483598.7,6.46124289265238,0.0476646467669135,13.107,-81.5723360664865,-12.3311216957003
"CUB",1998,10.4816663056042,52.0036066842438,51.8213799760715,7043116.60054553,10687610.5108348,10700433.5842713,1928335.9,533633752.8,531705416.9,12.0217044409277,0.0153565425879732,11.502,-75.6019650398631,-8.65479671706472
"CUB",2008,9.62409336278236,81.5959658749765,81.8512730937547,7301448.15211013,12188990.4746514,12201496.6012098,1539825.8,620137688.7,618597862.9,14.3611203597793,0.018322354577006,8.73777777777778,-103.177416675527,-13.9391158738841
"CYP",1968,4.06090060112933,30.1886247922617,30.1383337731017,3103587.32107122,4933676.22250448,4934785.78028467,268237.9,459031915.3,458763677.4,10.2110855794511,0.0381594858969895,9.909,-53.0812318952745,-3.90412378701621
"CYP",1978,12.5259521124486,32.4214732420672,32.4072657777303,5056268.81211535,5863108.60660636,5863326.1772739,128494.3,477124276.5,476995782.2,9.72697643819511,0.0590905857244487,17.624,-44.3894341323256,-6.15536412078089
"CYP",1988,4.97487354011816,36.6797495853746,36.6552427577576,6350388.38665172,6622481.93252136,6622526.20893026,120361.4,453290900.3,453170538.9,8.31779267274084,0.0881886037987338,24.745,-42.4131497128136,-2.91578827061154
"CYP",1998,5.22692022939691,46.8165718704176,46.781734829551,5409428.99635845,7142589.83661241,7142983.44210002,110019.5,476180304.7,476070285.2,8.21319485893686,0.056811946753159,29.098,-65.6700997602759,-4.23705106624027
"CYP",2008,4.0090408009295,56.7317678765442,56.7013092083213,5153221.02066362,8039532.84156061,8039920.92812236,68537.5,503810165.6,503741628.1,10.9118389932089,0.0639004531491083,39.6022222222222,-56.8540589277099,-3.63407919518284
"CZE",1998,10.4085554143847,45.3996230690942,45.9909747647181,14195823.8653358,9433517.42961149,9418294.42538048,2228306.3,698779646.5,696551340.2,7.69938264797684,0.0694946109597336,0.966,-19.2533178455217,-6.39640345641735
"CZE",2008,12.1571906760723,45.8390945531535,46.0711671984265,17499721.6122832,11134329.8215645,11117349.7397853,2077360.3,777696597,775619236.7,7.06167684336118,0.107175385253265,0.862222222222222,-17.0323138344644,-7.21534497626796
"COD",1968,104.573924923879,55.5676388427918,55.2574450731978,4679624.73185318,5794908.40468949,5800707.47172105,4400223.6,858053633.5,853653409.9,10.3186849193333,0.000471717858113618,0.01,-111.897300286718,-25.2574716852557
"COD",1978,71.9517074901559,45.1342393859071,44.930551687844,4781430.95901684,7167806.73123712,7182212.46086393,5414238.6,909548977.3,904134738.7,10.1284996975113,0.000459685591789009,0.028,-132.180400209456,-33.6938846406604
"COD",1988,75.9365442991722,47.4548630462859,47.158962156058,4951425.72492641,8317803.508344,8342867.61094618,6688883.2,907843646.3,901154763.1,9.83504713015108,0.000337445610442795,0.04,-132.862537957943,-16.9400442470302
"COD",1998,235.309932569862,60.2268614500025,60.0096983616241,4937852.42913747,9372941.68608715,9399946.44170585,5947801.2,980859670.9,974911869.7,9.67151806634234,0.000155198810850985,0.04,-80.8326971715507,-16.0020472358339
"COD",2008,28.7487646111965,76.8492713019178,76.9483923457404,4995462.84364529,10873730.9584164,10924123.993761,9299476.3,1095273508.7,1085974032.4,9.02604297338934,0.000775702063231829,0.04,-39.4615738089725,-23.4268080899317
"DNK",1968,15.4832974885446,26.6600605020628,26.2684126980471,13374822.4426274,5664915.25192496,5629478.89260333,1878440.1,410218859.8,408340419.7,2.83756984273788,0.118827067106052,4.918,-28.0626998660409,-5.74956500277973
"DNK",1978,10.5714069422343,28.5322640050463,28.563632104622,15050097.1532365,6809583.5440507,6769264.52993171,2043079.1,420109593.1,418066514,3.51783020027377,0.146873802281369,13.721,-13.5388267117759,-9.87761876441211
"DNK",1988,11.5464025521875,35.2017501372094,35.0223730190355,18513099.1396727,7907537.59267423,7853774.16255257,1944804.7,384551185.1,382606380.4,4.81415148475427,0.136492929292929,16.458,-13.1398931533831,-4.05915298054246
"DNK",1998,32.7832968581354,37.9471274409571,37.5757999284676,20110773.631501,8593822.94702938,8541669.72988754,1766124,391821914.4,390055790.4,4.57259976444418,0.0898841708868978,16.795,-24.1285029751388,-7.17311726740742
"DNK",2008,19.6584445767217,48.6667412061267,48.5012751510652,21609265.0074084,9776746.60326917,9726318.06256355,1734639.4,408402149.6,406667510.2,4.64716331856419,0.0829695926633384,14.7022222222222,-13.2112074628637,-12.977210653342
"DOM",1968,18.7349244583531,66.7589093932235,66.7246151782284,6458348.80283679,6382556.23591562,6382424.85568845,832315.1,495695493.7,494863178.6,12.3162324306858,0.0245998833722093,5.492,-93.3359318397032,-8.66447311741764
"DOM",1978,19.0056846440796,37.0405959461729,36.9878950931842,6791866.18826848,7838828.22423166,7840667.6671208,911827.1,519431949.9,518520122.8,12.0681640362627,0.0216713400028181,7.034,-101.849092859594,-7.15383513840107
"DOM",1988,21.6414599330919,42.975018577725,42.972029877169,5821773.02881889,9349720.08472493,9356312.6922389,944255.3,502564133.6,501619878.3,13.6282614884843,0.03276008492569,9.324,-52.8124045346827,-5.43922113158425
"DOM",1998,17.6047192282812,53.7447662861388,53.6250754381314,6691749.96446675,10709080.1004442,10715302.9100508,863681.6,560594119.1,559730437.5,14.7649266015025,0.0377168827062915,11.424,-78.1228545551686,-5.73288400972209
"DOM",2008,29.6154144055339,80.9153622862208,80.8155470434943,8187994.27729373,12351219.0347474,12357068.7692304,908242.5,649435581.3,648527338.8,15.6834244252747,0.0395158286445013,12.9088888888889,-115.52735092293,-5.35189681061639
"ECU",1968,22.7943953079684,50.8694103619904,50.7059043235625,4850785.96313769,6206368.51298686,6209024.17487413,1644010.5,836147744.2,834503733.7,14.9658415686426,0.0107895024177195,9.736,-59.4043972685059,-5.14067157919886
"ECU",1978,20.7257989655174,44.3980485009093,44.3580213929899,5051376.0893307,7415553.44810031,7419889.47595383,1657882.3,940003749.4,938345867.1,13.4228352767097,0.0147162488038278,9.64,-46.8644936762189,-2.28338590532279
"ECU",1988,34.611898211977,47.5759080754636,47.5210268325603,5315750.08076239,8547940.14988565,8556462.04823784,2435722.7,932829500.1,930393777.4,13.3575599601959,0.0173088597349162,10.465,-59.9365224862632,-5.07013197744236
"ECU",1998,19.1196346816727,62.2727902522129,62.4252409605033,6857592.0888825,9475768.70052345,9481944.05951138,2378825,1020149908.9,1017771083.9,14.5157560340449,0.0450341758899192,12.491,-47.235522499686,-8.95638861385948
"ECU",2008,10.9586182752667,77.1213951803313,76.939914812936,9498712.0452775,10981528.7550392,10984650.1675581,2334363.4,1134459975.7,1132125612.3,14.0135371663372,0.0656875049161181,21.8711111111111,-57.6473687517318,-9.50161898085104
"SLV",1968,15.6545157097753,65.4794906071176,65.5627540916896,5003165.38516038,6620136.85059973,6622540.07073134,670856.6,452535082,451864225.4,6.73253113120407,0.0886743593586093,2.128,-75.1018109450347,-10.8855497723663
"SLV",1978,14.1167811602472,36.1870415307466,36.1805082365121,5399973.23036943,7919451.22799728,7923071.20512387,764069.1,528653614.3,527889545.2,6.72013401887032,0.0746603475513428,2.701,-68.7932806445701,-12.7881438387241
"SLV",1988,13.8421170820528,40.4120930982147,40.3747304075959,5987889.31459619,9138128.31072499,9142782.94521756,786365.8,534027376.1,533241010.3,6.43555029979113,0.0674874924471299,2.96,-97.8420123284011,-6.25328788236468
"SLV",1998,26.4464680627976,56.1771774654484,56.1161040545996,7168526.98915903,9921339.54906638,9924470.55610997,712861.4,632753341.9,632040480.5,6.52121489697968,0.0567990055248619,2.955,-79.9934318783785,-8.28668045387312
"SLV",2008,21.8374939535236,79.2239642690282,79.1398022379763,8146049.93201163,11294094.402231,11297303.2690222,759029.6,744280263.7,743521234.1,6.46174070758708,0.0711457207644963,2.88777777777778,-44.8426639400988,-7.22902073411773
"ERI",1998,2.6878615725887,39.8082469999203,39.79328457245,1987488.58374529,9193837.68814753,9200962.1882516,604416,608781949.7,608177533.7,9.334065604256,0.00428383683222393,0.282,-43.4938873885456,-7.82438119745651
"ERI",2008,8.19736590870584,49.3642157530948,49.3712036642595,1926498.2776164,10937313.0654626,10945742.1484324,616058.5,658577430.3,657961371.8,7.72368926082465,0.00145962479871176,0.28,-87.4569342863605,-6.47573595238068
"EST",1998,8.51184708574887,38.8782085406743,38.8327005614201,7014608.79350727,7990419.7319494,7991303.77672208,361996.4,405457315.3,405095318.9,5.93233900893873,0.032076477913706,0.157,-11.3265259615876,-5.64320401464138
"EST",2008,6.37841494232674,47.0236033832493,47.0670600773792,9973135.33946708,9190081.70872254,9189256.78777762,435260.6,425153534.1,424718273.5,5.8866041159283,0.051394155974184,0.112222222222222,-10.5292817487847,-6.54032166712674
"SWZ",1968,8.43520515946884,63.5931708370111,63.5752548446879,6716349.92718606,6647310.02108962,6647332.64695972,143702,434633490.7,434489788.7,5.91261378047439,0.025490625,2.753,-61.88696606279,-5.87308761241707
"SWZ",1978,11.3841295474194,44.338065091373,44.3362172071084,9793849.2501157,7801177.0582038,7800742.39408522,149372,678143714.7,677994342.7,6.2326216627255,0.0402998215348007,3.218,-64.2566819494995,-6.22607685795898
"SWZ",1988,17.4895664055613,47.8766453632684,47.8621624632338,9998796.80708619,9104730.49158868,9104519.80762628,170149,673803616,673633467,6.0784603509383,0.0246443057722309,3.842,-52.5920190317438,-5.62947112013697
"SWZ",1998,18.7569288054663,52.7531122262753,52.7510881220944,11405780.2336771,10185703.6683225,10185454.1250621,157915.4,724391264.2,724233348.8,6.32106940397728,0.0100417318727178,4.067,-47.5036238958069,-3.01945431119857
"ETH",1968,17.6577022071726,42.9885424627659,42.793672518084,2671714.26653922,5567367.37221902,5598888.86289795,8063805,750423795.2,742359990.2,13.3237248232249,0.000417875609395775,0.264,-61.5175710887597,-27.6403350392752
"ETH",1978,8.22673555740563,37.3855292605042,36.734360282372,3547609.70529475,6766785.02973998,6795230.59361997,7048138.4,802106401.3,795058262.9,14.2033281964001,0.00106281216775407,0.276,-58.8346610816885,-14.5053290918618
"ETH",1988,12.2796780266515,38.9782254144837,38.9587916864892,3828710.32097484,7815316.36058131,7856961.20448305,7854463.8,771955197,764100733.2,13.9367880774024,0.00379417332580956,0.62,-48.6977736606427,-16.0354827402398
"ETH",1998,16.6673142379778,58.344701329267,57.7595907939646,4117055.11073589,9117827.42100323,9173712.14535112,11100588.3,1003736317.4,992635729.1,13.964876987758,0.00646485444367387,1.149,-107.029095833339,-12.5205053275128
"ETH",2008,28.4017757665987,70.3295492847732,69.863203650978,6371894.28613058,10568757.173984,10623750.9087361,14478254.9,1115466481.3,1100988226.4,15.2848808403414,0.010092521224502,1.96777777777778,-60.6804269102134,-23.3507243853322
"FJI",1968,15.7786571472318,62.9270672495831,62.9530280622179,12452097.7593327,7175748.43546288,7174822.81393454,69642.9,402764341.9,402694699,3.78380075782383,0.0464636723910172,0.425,-71.15533888419,-5.25336614238153
"FJI",1978,6.33470237373966,34.7877595914829,34.8163729321298,13180867.3867316,8878633.17557618,8877751.04771763,88259.5,422213034.2,422124774.7,2.99089049490386,0.0552972972972973,0.316,-129.411475105817,-6.59332320719963
"FJI",1988,16.2871294766108,43.0315590647417,43.0274344116361,10192528.7970069,9966184.98734352,9966115.73355008,159569.2,454004763.5,453845194.3,4.0755433206785,0.0405405405405405,0.51,-90.3794015071643,-10.4626203085762
"FJI",1998,9.40618393322421,51.7320510186769,51.7102205219748,9382358.07978938,11137798.4255507,11138316.1769429,147633.7,502573941.9,502426308.2,4.40905008871943,0.0228573686290004,0.816,-122.612759762272,-4.30856564223964
"FJI",2008,18.2350239212903,82.1723462644973,82.1669590942236,7763984.13839599,12775198.4748087,12776421.3554336,141401.9,576801422.3,576660020.4,5.74901677632201,0.016382658844189,0.938888888888889,-91.0936407088105,-4.46933692940054
"FIN",1968,11.7296609191754,26.6066538821152,26.5663477688673,8779037.06076661,5793345.82814845,5783416.11773924,1307647.6,395737316.3,394429668.7,4.171731691681,0.070266695800723,1.056,-4.28193814982989,-6.12730852401103
"FIN",1978,6.56230449607232,28.4228268701662,28.4166633974062,9548297.28408833,6889852.74883402,6881260.87160443,1328897.7,414165587.6,412836689.9,4.30425787734912,0.0861116381697281,2.198,-4.7070444097431,-9.18201878747772
"FIN",1988,10.7068711208785,34.8183894606433,34.8587045384999,11559910.4199409,8048559.69168243,8037228.28048907,1209884.2,374118716.5,372908832.3,4.52221638920945,0.0839994452050504,3.243,-7.01192606134,-14.5857369720354
"FIN",1998,12.1386967744632,39.1721426303814,38.897780396904,11101632.3702375,8607155.06977341,8598766.24152827,1298542.3,388700096.1,387401553.8,4.57215797682185,0.0782884968612213,3.938,-8.0021808856296,-8.23872337332219
"FIN",2008,16.8706929033212,49.4472237860859,49.6775793537936,12343127.8755788,9872052.94838556,9864886.22872972,1159911,402296095.9,401136184.9,4.70006598297351,0.0707520327914038,3.40666666666667,-6.18598458286672,-8.42589183156279
"FRA",1968,12.6627100361572,45.8530577719631,45.3062650898698,12261412.8189995,5848303.98729835,5745617.34128353,12713106.6,808064591,795351484.4,8.75911215079422,0.0835150127441752,2.884,-49.6590949775625,-9.87194417676602
"FRA",1978,20.2886972688407,41.6625113063714,41.3558985382003,16084464.8575053,7321410.09816926,7184446.2013964,13156540.2,855575371.2,842418831,8.71327918763529,0.119648161439206,4.68,-21.6749494290271,-10.6573842937159
"FRA",1988,37.8405369332987,42.5228580442143,41.5425246501741,19160858.4941033,8427730.75853866,8254796.63321106,13417516.1,846220573.9,832803057.8,9.36409715507472,0.127477807834468,7.447,-19.9792576003798,-8.1501581761426
"FRA",1998,17.6957837964846,53.2847344346021,54.5006790037797,20923275.3765895,9395332.13675256,9224379.06447471,13388608.9,918622026.5,905233417.6,8.86727757940156,0.120653020401076,9.028,-40.2318330199209,-9.41532924872158
"FRA",2008,16.0465124692101,65.5153410675671,64.3423759170171,21566197.6959086,10670961.6584946,10526473.4020767,13699443.2,1049951120,1036251676.8,8.51776489225785,0.108617866758106,9.60111111111111,-19.6738932206916,-9.82641931666219
"GAB",1968,46.312849024821,62.0801123058639,62.0724130204464,3583266.91931898,7522418.8909417,7523832.6698664,120518.2,336055110.9,335934592.7,8.57684695433928,0.000265553869499241,0.08,-95.0691448395938,-13.6700146089985
"GAB",1978,48.676190992496,34.2873317402512,34.2832343132877,4150142.63682087,9430081.63805879,9432482.56930247,162928.8,359143896.5,358980967.7,8.69243648823424,0.00106201550387597,0.08,-80.9779296315756,-8.56298516757531
"GAB",1988,30.1405402979948,40.7487569318646,40.7348369590887,4683352.14498605,10237751.6565911,10240092.4974952,187710.6,445370014,445182303.4,9.29796111577997,0.00035575485799701,0.08,-132.238219530898,-12.9272179375332
"GAB",1998,69.8159523635409,57.3492136314676,57.3575019203509,5034978.82983385,11575276.7583275,11577800.6620128,196903,510195446,509998543,8.81950661108952,0.000826666666666667,0.08,-79.0142462809115,-8.8310920572925
"GAB",2008,92.1638400171235,65.6145962541978,65.6209500965354,5001053.58344949,13160910.1127543,13164019.7587646,234114.2,614498627.6,614264513.4,8.84264946000574,0.00452466666666667,0.08,-57.4990766078397,-10.1973686728225
"GMB",1968,15.1721935546358,55.402809581749,55.3581099503816,4554149.80205882,6474938.32547183,6475863.92508293,186200.7,381008163.1,380821962.4,4.76177954706648,0.0016635700066357,0.182,-59.5141919960655,-4.93269147822078
"GMB",1978,11.2782407040953,31.1656753581753,31.1677024890229,4431768.50003592,7956906.50756638,7958355.68310501,174764.2,424459646.3,424284882.1,5.11568998753404,0.0072603648424544,0.172,-75.7540039556897,-6.3333117393551
"GMB",1988,10.3211737384497,38.1268683529185,38.1227277034485,3873050.74882355,9140538.14312965,9142798.0667533,191168.2,444108261.1,443917092.9,5.43090708439188,0.00153902953586498,0.301,-119.12161953392,-7.5038984217839
"GMB",1998,7.95144120097414,47.2966971860648,47.3108893222656,3790895.83027396,10527457.7925726,10531665.6543479,299924.8,483419614.6,483119689.8,5.30033637617256,0.00474449458135678,0.402,-99.729382898531,-6.79236411422858
"GMB",2008,14.3809472910341,80.8170927550214,80.8360011951905,3256411.94010671,12390449.605309,12397082.7769182,403128,553312995.1,552909867.1,6.0273243911023,0.00169831207289294,0.764444444444444,-128.425062332876,-7.37670062834367
"GEO",1998,8.80479935906008,48.531248107992,48.5173104746271,4758315.84116575,9418665.30289078,9422788.47328785,592132.1,663098701.1,662506569,11.7486308125113,0.0284628347183749,15.9,-25.2290587598752,-7.25515353520611
"GEO",2008,9.32340308341558,46.8359775590725,46.809902340821,5013161.07318929,10971333.8784705,10974278.0335307,372618.3,750329232,749956613.7,12.6621895022058,0.0788087028890738,17.6666666666667,-22.1098947018772,-9.37136871443316
"DEU",1968,16.3319844236885,32.9215090094082,31.2892468917179,13446288.2951073,6196489.7222694,6070768.31698205,9481464.5,556375256.4,546893791.9,7.41656343581782,0.143695425695602,2.287,-41.3970516700471,-5.59331769795724
"DEU",1978,22.6163280552435,32.0418720919868,32.3691689647718,16064197.5023534,7643892.77838657,7503337.41418513,9505051.2,578167685.6,568662634.4,7.16246481599553,0.176998877665544,2.533,-17.4279401702989,-8.61641007754436
"DEU",1988,32.6462371922463,36.0224249091644,34.268112075341,19140813.1468403,9087527.45388916,8917084.28383363,8980107.2,539072597,530092489.8,8.33163442523915,0.153665168855457,2.765,-14.7429975138344,-10.1877029647312
"DEU",1998,15.0031629514552,40.1276844323637,41.6446839303067,21504793.3039256,10233324.6564597,10044093.1576253,9360835.3,567600789.3,558239954,8.21764071221759,0.150491037434575,2.948,-31.2565636495647,-5.79710078109182
"DEU",2008,18.6286826263778,44.7324851074245,44.3016158226541,23640379.3829921,11575244.7752835,11425280.9667739,8986154.8,733914925,724928770.2,7.71250494093351,0.137352081484369,3.96,-18.124818475761,-10.6822898490668
"GHA",1968,26.9542509617258,66.2290835790146,65.7739150023742,3095363.1226088,6280438.54883793,6305260.02863524,3518837.2,455253828.4,451734991.2,9.71251493558007,0.00136820359281437,0.05,-91.2178303715102,-6.67571718881542
"GHA",1978,32.6244986532989,34.3414678375341,34.1453765814549,3342093.35386362,7953877.87128734,7985934.80469574,3270747.2,474730734.4,471459987.2,10.9297486902798,0.00210395778364116,0.05,-76.2215569897557,-8.59513196696628
"GHA",1988,14.1892752989342,42.1898445535294,42.0219330355479,5046405.69749445,9122757.46357076,9153478.84722659,3770519.7,502643302.2,498872782.5,12.5159506976453,0.00137914808206958,0.052,-170.744077133883,-10.8719399847825
"GHA",1998,30.5128663344178,54.1205936932488,53.9549692526336,5394488.01464744,10307383.2908819,10355972.1487079,5705239.3,583778311.1,578073071.8,12.2027424290878,0.00189805358085245,0.201,-111.871594206155,-12.0336851093773
"GHA",2008,41.3624285891631,83.3122506761228,82.8336018825796,7126621.87993842,11656823.7009314,11701517.3210407,6728541.6,690097244.1,683368702.5,12.8652728345179,0.00501594846758883,0.223333333333333,-91.7959907749111,-14.1518153993864
"GRC",1968,12.3150040630836,48.5121805245297,48.4027786293465,6730464.45521418,5747741.99412192,5745046.97310581,2439854.1,870648311.6,868208457.5,10.7152775632791,0.0603273105788013,8.964,-32.6386780631507,-5.7423977490484
"GRC",1978,14.9256501751522,43.4792495321403,43.268162751097,9758792.34584408,7048954.2261599,7041728.20483289,2389344.7,897953969.2,895564624.5,10.2742497077753,0.099440350877193,11.152,-58.0643942070673,-8.34881746512325
"GRC",1988,14.3854075140324,44.0206327109694,43.6026368028715,9379895.95458847,8180239.94575593,8176120.01166759,3091441.4,902054261.3,898962819.9,11.3272997037182,0.0938418438813192,13.367,-29.1442541369435,-8.41592956827264
"GRC",1998,26.2509002285918,56.4834348943221,56.311879693838,9636248.59033973,9101772.5319196,9100110.48168647,2980846.8,986892121.6,983911274.8,10.399542873318,0.0636045870837379,17.691,-41.2426725753733,-7.49316976710922
"GRC",2008,36.2719721360341,68.6562315225299,68.5886450364383,9630558.9114559,10312039.1820685,10313541.1655459,2690250.6,1126880366.1,1124190115.5,10.9769490639841,0.0511656432997896,21.0588888888889,-40.6816642000071,-6.52333873062164
"GTM",1968,17.4147470261421,51.9573350593212,51.8411754066151,4429243.93876009,6017430.67780996,6020267.74056692,1339683.7,758249146.5,756909462.8,6.39890557804692,0.0195741466144376,2.273,-58.587296668245,-10.3057434969456
"GTM",1978,27.2034836348218,43.1860739575012,43.1220857759753,5596328.31216978,7461931.12578125,7465262.59541694,1413546.2,800675441.5,799261895.3,7.09486650397529,0.0333276730627724,2.826,-104.05637184744,-13.556486322207
"GTM",1988,26.0688569742758,47.3072570763296,47.2300841279378,6999436.20757901,8530462.95530693,8533144.40850714,1501811,866565833.4,865064022.4,8.65811144276792,0.0534080195069087,2.796,-92.1238730675676,-9.70502239787408
"GTM",1998,49.2063108466355,61.942487212383,61.9350692048507,8463226.11987052,9633495.83817587,9635533.10194604,1667459.6,954177025.8,952509566.2,10.0239715500856,0.0557806442743894,5.512,-78.3204924926188,-10.2341411208327
"GTM",2008,35.8510481214557,75.6314626939612,75.5875326107388,9985456.11928665,11158780.5947083,11161174.4960933,2195255,1069515365.3,1067320110.3,9.84483571936147,0.075346989143512,8.59,-56.7069841552897,-11.308127716282
"GNB",1968,30.5043519706526,58.8109183555841,58.806744905431,2686904.11377067,6634829.33280188,6637120.44437082,225725,391667694,391441969,7.17446724311585,0.000210868079289132,1.236,-75.3772397822613,-5.62808243600773
"GNB",1978,7.25846740341881,31.9846666210271,31.9718644071872,2864679.40827415,8447679.06230657,8451753.69074794,296546.5,411650157.5,411353611,8.16441863283461,0.000806194418889911,1.208,-106.761962181972,-8.51875235406752
"GNB",1988,19.0212753252955,41.4292366473755,41.4112427521012,3617968.62735812,9344435.5279227,9347724.76971842,274531.3,485399925.7,485125394.4,8.9362288787476,0.000404222048475371,1.26,-112.995037382296,-12.1951782176125
"GNB",1998,19.6635319894304,50.6620598641008,50.7173224075002,2795864.9343014,10816040.6348766,10822665.508846,431574.1,523152206,522720631.9,6.83415438878103,0.0011472275334608,1.534,-80.7084466183831,-7.85415741403775
"GUY",1968,20.674774295476,61.5561146644714,61.4548185763073,10140210.4548419,7281272.48100228,7279662.1767496,177993.8,315874591.6,315696597.8,3.05026519148885,0.019546332550248,8.478,-89.9656178137933,-10.2257184206032
